SignalID,BarTime,Side,EngineName,EngineMode,RawScore,Tier,Ax1_HTFDraw,Ax2_PremDisc,Ax3_EntryZone,Ax4_Sweep,Ax5_Confirm,Ax6_Flow,Ax7_Killzone,IsNewsDay,HTFShortVetoApplied
2022.10.24 19:00|ReversalSweepEngine|LONG,2022.10.24 19:00,LONG,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.10.24 20:00|ReversalSweepEngine|LONG,2022.10.24 20:00,LONG,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.10.25 13:00|ExpansionEngine|SHORT,2022.10.25 13:00,SHORT,ExpansionEngine,MODE_COMPRESSION_BO,5,SETUP_B_PLUS,1,0,0,1,1,1,1,NO,NO
2022.10.26 13:00|RangeReversionEngine|SHORT,2022.10.26 13:00,SHORT,RangeReversionEngine,MODE_FVG_MITIGATION,3,SETUP_B,1,0,0,0,1,1,0,NO,YES
2022.10.27 11:00|ReversalSweepEngine|LONG,2022.10.27 11:00,LONG,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.10.27 12:00|ReversalSweepEngine|LONG,2022.10.27 12:00,LONG,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.10.27 13:00|ReversalSweepEngine|LONG,2022.10.27 13:00,LONG,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.10.27 18:00|ReversalSweepEngine|LONG,2022.10.27 18:00,LONG,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.11.02 19:00|ReversalSweepEngine|LONG,2022.11.02 19:00,LONG,ReversalSweepEngine,MODE_SFP,6,SETUP_B_PLUS,1,2,0,1,1,1,0,NO,NO
2022.11.10 17:00|ExpansionEngine|LONG,2022.11.10 17:00,LONG,ExpansionEngine,MODE_COMPRESSION_BO,4,SETUP_B_PLUS,0,0,0,1,1,1,1,NO,NO
2022.11.22 13:00|ReversalSweepEngine|SHORT,2022.11.22 13:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.11.22 15:00|ReversalSweepEngine|SHORT,2022.11.22 15:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.11.22 16:00|ReversalSweepEngine|SHORT,2022.11.22 16:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.11.23 17:00|ReversalSweepEngine|SHORT,2022.11.23 17:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.11.23 18:00|ReversalSweepEngine|SHORT,2022.11.23 18:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.11.23 19:00|ReversalSweepEngine|SHORT,2022.11.23 19:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,NO
2022.11.23 22:00|ExpansionEngine|LONG,2022.11.23 22:00,LONG,ExpansionEngine,MODE_COMPRESSION_BO,5,SETUP_B_PLUS,1,0,0,1,1,1,1,NO,NO
2022.11.29 11:00|ReversalSweepEngine|SHORT,2022.11.29 11:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 02:00|ReversalSweepEngine|SHORT,2022.12.01 02:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,6,SETUP_B_PLUS,1,2,0,1,1,1,0,NO,YES
2022.12.01 03:00|ReversalSweepEngine|SHORT,2022.12.01 03:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,6,SETUP_B_PLUS,1,2,0,1,1,1,0,NO,YES
2022.12.01 07:00|ReversalSweepEngine|SHORT,2022.12.01 07:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 08:00|ReversalSweepEngine|SHORT,2022.12.01 08:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 09:00|ReversalSweepEngine|SHORT,2022.12.01 09:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 15:00|ReversalSweepEngine|SHORT,2022.12.01 15:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 16:00|ReversalSweepEngine|SHORT,2022.12.01 16:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 17:00|ReversalSweepEngine|SHORT,2022.12.01 17:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 18:00|ReversalSweepEngine|SHORT,2022.12.01 18:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 19:00|ReversalSweepEngine|SHORT,2022.12.01 19:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 20:00|ReversalSweepEngine|SHORT,2022.12.01 20:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 21:00|ReversalSweepEngine|SHORT,2022.12.01 21:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 22:00|ReversalSweepEngine|SHORT,2022.12.01 22:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.01 23:00|ReversalSweepEngine|SHORT,2022.12.01 23:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.06 17:00|ReversalSweepEngine|SHORT,2022.12.06 17:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.22 16:00|ExpansionEngine|SHORT,2022.12.22 16:00,SHORT,ExpansionEngine,MODE_COMPRESSION_BO,7,SETUP_B_PLUS,1,2,0,1,1,1,1,NO,YES
2022.12.27 02:00|ReversalSweepEngine|SHORT,2022.12.27 02:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.27 03:00|ReversalSweepEngine|SHORT,2022.12.27 03:00,SHORT,ReversalSweepEngine,MODE_SFP,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.27 18:00|ReversalSweepEngine|SHORT,2022.12.27 18:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.27 19:00|ReversalSweepEngine|SHORT,2022.12.27 19:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
2022.12.29 20:00|ReversalSweepEngine|SHORT,2022.12.29 20:00,SHORT,ReversalSweepEngine,MODE_RUBBER_BAND,5,SETUP_B_PLUS,1,2,0,0,1,1,0,NO,YES
